"","GND","Low","Med","Hi","real_mean","real_count"
"1",0.05,0.999999999898544,0.999999999998821,1,0.952687044384981,32
"2",0.15,0.999999987736364,0.999999999559289,0.999999999967349,0.940343880078684,11
"3",0.25,0.999995272959034,0.999999617156311,0.999999951065025,0.935167101320798,9
"4",0.35,0.999881803101666,0.999982976000479,0.999996700844546,0.937377821230775,7
"5",0.45,0.999108263478274,0.999803548435391,0.999947308985863,0.90879639039613,1
"6",0.55,0.996451854296431,0.998921490928786,0.999625801626563,0.883970888585975,5
"7",0.65,0.990377046260379,0.996248781414841,0.998400389665841,0.840818874298999,2
"8",0.75,0.979628380608162,0.990345913613334,0.995136415199672,0.838354699294916,2
"9",0.95,0.94228047258795,0.963807305075565,0.976660426494903,0.820289321553514,1
"10",1.05,0.916256580916396,0.94190715293019,0.958951711325454,0.791916854417134,6
"11",1.15,0.886339058566775,0.914384198183469,0.934764994001605,0.793080752430453,5
"12",1.25,0.853465978914615,0.881913481383225,0.904234429919375,0.782000618108895,4
"13",1.35,0.818561410203149,0.845431072324247,0.868006985942273,0.726277625053953,9
"14",1.45,0.782461959759382,0.805978663674817,0.827080634344134,0.688450641823867,11
"15",1.55,0.745882098354388,0.764586454900621,0.782634795244403,0.674035323035071,8
"16",1.65,0.709405058441861,0.722197136217921,0.735886173517963,0.646613919047397,6
"17",1.75,0.67348875043903,0.679624717933302,0.687983483453663,0.637784511004797,9
"18",1.85,0.638479321284018,0.637539100884619,0.639941495511968,0.608425046345233,14
"19",1.95,0.604627656002106,0.596467690115593,0.592608118570634,0.583766237746903,24
"20",2.05,0.572106068917911,0.556807056801928,0.546655979254479,0.568558876774842,17
"21",2.15,0.541023727510452,0.5188395888615,0.502590265920476,0.539582991900858,15
"22",2.25,0.511440160298885,0.482751764572559,0.460766061673592,0.527229941303296,20
"23",2.35,0.483376673511402,0.448651989538421,0.42141014244845,0.496655904524397,29
"24",2.45,0.45682575811188,0.416586864668566,0.384643825448289,0.474872509020505,25
"25",2.55,0.431758692419841,0.386555369467377,0.350504748284236,0.473853560214839,31
"26",2.65,0.408131590392755,0.35852082973162,0.318966413804494,0.471357305235708,28
"27",2.75,0.385890149877377,0.332420761476315,0.289954990997138,0.432928547422871,23
"28",2.85,0.364973332478105,0.308174798070445,0.263363282066757,0.422179834444187,28
"29",2.95,0.345316181125288,0.285690954828923,0.239062013140605,0.415338436263655,41
"30",3.05,0.326851948516656,0.264870492063835,0.216908734622752,0.395414237992307,29
"31",3.15,0.30951368066116,0.245611621976884,0.196754668361099,0.370098727441018,49
"32",3.25,0.2932353732027,0.227812278291197,0.178449842510489,0.351638152258533,57
"33",3.35,0.277952795442872,0.211372137238952,0.161846831981606,0.334365548369742,55
"34",3.45,0.263604057909274,0.19619404835924,0.1468033862718,0.322562619683237,63
"35",3.55,0.250129983529373,0.182185005823624,0.133184185841196,0.311940748561464,70
"36",3.65,0.237474330337752,0.169256766474586,0.120861928067156,0.29265799997783,77
"37",3.75,0.225583901662642,0.157326199814231,0.109717906906436,0.292438573348769,82
"38",3.85,0.214408573832867,0.146315437629543,0.0996422179617669,0.26536718800007,61
"39",3.95,0.203901264141779,0.136151876525371,0.0905336930322692,0.25285960630905,56
