"","GND","Low","Med","Hi","real_mean","real_count"
"1",0.05,0.999999999898545,0.999999999998821,1,0.95368350633301,32
"2",0.15,0.999999999898135,0.99999999999882,1,0.945682594878943,11
"3",0.25,0.999999996721592,0.999999999966489,0.999999999999322,0.94581442099264,9
"4",0.35,0.999999580176844,0.999999989410561,0.999999999570695,0.949825992545012,7
"5",0.45,0.999990717449428,0.999999536266043,0.999999968256387,0.929559752566868,1
"6",0.55,0.999921348991745,0.999993335539972,0.999999302929721,0.902592106813498,5
"7",0.65,0.999626083232712,0.999951909107057,0.999992878713012,0.861163641461036,2
"8",0.75,0.998779040794167,0.999780422807934,0.999956626565969,0.85512075886007,2
"9",0.95,0.993538352990972,0.998087401757709,0.999411012470576,0.853827556165582,1
"10",1.05,0.98817500791981,0.995778548633534,0.998455678866804,0.868092437814826,6
"11",1.15,0.98048998847526,0.991848861875597,0.996546386057652,0.850875645625972,5
"12",1.25,0.970297117632074,0.985826147202885,0.993189410549841,0.842713517913142,4
"13",1.35,0.957562733632428,0.977326047028828,0.987859926265111,0.795196076092771,9
"14",1.45,0.942383505826951,0.966092940255795,0.980068411925458,0.763661036480784,11
"15",1.55,0.924954685558636,0.952015642722994,0.969419134580688,0.755458375247784,8
"16",1.65,0.905537170445474,0.93512201315798,0.955650224482798,0.743732498628416,6
"17",1.75,0.884428195235273,0.915559373139433,0.938651825292922,0.737571456985371,9
"18",1.85,0.861937737083573,0.893567653248366,0.918464252775507,0.712136373671006,14
"19",1.95,0.838370990101843,0.869450754638438,0.895261131054022,0.694324833263167,24
"20",2.05,0.814016339581719,0.843549809926316,0.86932336742748,0.67077370234157,17
"21",2.15,0.789137871704371,0.816220392561064,0.841009297276006,0.656348839170393,15
"22",2.25,0.763971385452856,0.787814486213175,0.810725105964487,0.645801352821935,20
"23",2.35,0.738722961695843,0.758667205984599,0.778898247043876,0.623801859550121,29
"24",2.45,0.713569302572459,0.729087791949706,0.745955336693128,0.607423074566626,25
"25",2.55,0.688659220335683,0.699354177625365,0.712305046778116,0.606561214914584,31
"26",2.65,0.664115810366442,0.6697103836513,0.678325863807827,0.605318063590379,28
"27",2.75,0.640038973790224,0.640366031373518,0.644358189544416,0.57876229529102,23
"28",2.85,0.616508055311696,0.611497363664129,0.610700069917683,0.556088849280443,28
"29",2.95,0.59358444208419,0.583249269874747,0.577605790207652,0.550776124466845,41
"30",3.05,0.571314025817091,0.555737919863659,0.545286613566568,0.531891474575201,29
"31",3.15,0.549729474416742,0.529053708947116,0.51391302684089,0.507064545925305,49
"32",3.25,0.528852282502075,0.503264297429425,0.483617964412759,0.49637861576212,57
"33",3.35,0.50869459777977,0.478417594442993,0.454500589525669,0.475353532594131,55
"34",3.45,0.489260824505855,0.454544587333352,0.42663031293233,0.465682123797356,63
"35",3.55,0.470549018616379,0.431661956739722,0.400050815615197,0.453131188755713,70
"36",3.65,0.452552090696098,0.409774446047095,0.374783914107593,0.434705975956314,77
"37",3.75,0.435258835589088,0.388876974137965,0.350833163968426,0.429774932064251,82
"38",3.85,0.418654807746412,0.368956494215958,0.32818714072073,0.411005939637164,61
"39",3.95,0.402723060823531,0.349993610482446,0.306822370008329,0.396339839756212,56
"40",4.05,0.387444768884936,0.331963969890231,0.28670590191002,0.379424518985287,64
"41",4.15,0.372799745113719,0.31483944907725,0.267797540194178,0.365417339925517,59
"42",4.25,0.358766872338959,0.298589157669222,0.250051747492646,0.357668137879773,62
"43",4.35,0.345324458099899,0.283180279013584,0.233419253336621,0.335228097804012,97
"44",4.45,0.332450525435196,0.268578768497452,0.217848394887485,0.330456954649916,122
"45",4.55,0.320123049159456,0.254749928222624,0.203286220915171,0.320849774718453,178
"46",4.65,0.308320146089189,0.2416588751791,0.189679388834898,0.311466784074028,192
"47",4.75,0.297020226513105,0.229270918222757,0.176974882740979,0.296212417509407,236
"48",4.85,0.286202113167368,0.21755185831461,0.165120579656394,0.279480782916856,241
"49",4.95,0.275845133066985,0.206468221760829,0.15406568343433,0.266894837165359,304
"50",5.05,0.265929186752058,0.195987440801353,0.143761053724847,0.259513812912307,280
"51",5.15,0.256434798820555,0.186077986785491,0.134159441706837,0.245515804974471,269
"52",5.25,0.247343153026573,0.176709466076795,0.125215652440294,0.232320818188561,255
"53",5.35,0.238636114714181,0.167852684609388,0.116886646218757,0.215148780258866,187
"54",5.45,0.230296242920881,0.159479686907668,0.109131590809253,0.204323813755998,161
"55",5.55,0.222306794113236,0.151563774401397,0.101911874496605,0.18675080627896,125
"56",5.65,0.214651719199821,0.144079507111836,0.0951910882793038,0.173189718283297,90
"57",5.75,0.20731565519825,0.137002692133326,0.0889349841920298,0.163756206447404,99
"58",5.85,0.200283912704521,0.13031036177375,0.0831114155460634,0.145221654096163,82
"59",5.95,0.193542460120026,0.123980743738186,0.0776902638604281,0.151736883800467,99
