"","GND","Low","Med","Hi","real_mean","real_count"
"1",0.05,0.999427536466118,0.99964682828296,0.999742223155669,0.950204543476864,32
"2",0.15,0.968018822317658,0.974988210896184,0.978918190387286,0.931555541920803,11
"3",0.25,0.87506779828245,0.888047313602181,0.89675014393187,0.91225834989238,9
"4",0.35,0.752300729732124,0.759605686581438,0.765581638147539,0.888561498962374,7
"5",0.45,0.630210979970371,0.623933339202847,0.620722214006348,0.830534486829504,1
"6",0.55,0.522337570204013,0.501012068422471,0.486893637377057,0.793333549327417,5
"7",0.65,0.431976642093309,0.397895944712023,0.374505006908936,0.739796109040954,2
"8",0.75,0.358079022074814,0.314788669352526,0.285044328408376,0.758251390431523,2
"9",0.95,0.249809020455639,0.197840150760897,0.163538671139889,0.676354398010052,1
"10",1.05,0.210583431156385,0.157820331404919,0.124076859836893,0.49997240350481,6
"11",1.15,0.178657071261014,0.126593093029383,0.0944780128926074,0.435429621322366,5
"12",1.25,0.152527704968564,0.102152184468664,0.072276922573947,0.405710430091008,4
"13",1.35,0.131012705386664,0.0829377122426923,0.0555879043606068,0.356852428349382,9
"14",1.45,0.113186156988443,0.0677526410714938,0.0429967481623871,0.322096271982757,11
"15",1.55,0.0983234693500606,0.0556836271533439,0.0334538944019392,0.242218543932492,8
"16",1.65,0.085856233704104,0.0460346966360419,0.0261841634973995,0.296125725026014,6
"17",1.75,0.0753367367095394,0.0382747660352181,0.020615732795547,0.220359613149492,9
"18",1.85,0.0664105563646264,0.0319973156076105,0.0163263188109928,0.263739428937615,14
"19",1.95,0.0587955648752865,0.026889873878545,0.0130032374415383,0.221563344985781,24
"20",2.05,0.0522658819616447,0.0227110997423422,0.0104141001026671,0.180851432759511,17
"21",2.15,0.0466396017588203,0.0192736193849732,0.00838543613849108,0.188184843566048,15
"22",2.25,0.0417693809485162,0.0164311717294368,0.00678713014521261,0.15865784243695,20
"23",2.35,0.0375351909644879,0.0140689617256476,0.00552108909927979,0.154483696159206,29
"24",2.45,0.0338387131770088,0.0120963977288899,0.00451297391875102,0.146553112304074,25
"25",2.55,0.0305989800403468,0.0104416018540495,0.00370614872234781,0.145365217361611,31
"26",2.65,0.0277489685624335,0.00904724174598616,0.00305723639105482,0.144193527684858,28
"27",2.75,0.0252329231240249,0.00786735041389545,0.00253284014655904,0.125488462780524,23
"28",2.85,0.0230042401729956,0.0068648877843334,0.00210711417926072,0.110768650750717,28
"29",2.95,0.0210237879015901,0.0060098614776551,0.00175995483862683,0.116926395518106,41
"30",3.05,0.0192585644380898,0.00527787119980975,0.00147564728089386,0.103464101986189,29
"31",3.15,0.0176806208555945,0.00464897555055651,0.00124184788521825,0.0943772833865327,49
"32",3.25,0.0162661924193772,0.00410680544234711,0.00104881535535158,0.0833856359064311,57
"33",3.35,0.0149949944182237,0.00363786706816212,0.000888826873796234,0.0768726882980976,55
"34",3.45,0.0138496487269121,0.00323099127258609,0.000755732623666897,0.0697434317139147,63
"35",3.55,0.0128152147162711,0.00287689654730181,0.00064461426201335,0.0638612590167952,70
"36",3.65,0.0118788038467545,0.00256784062988758,0.00055152186120101,0.060195138295796,77
"37",3.75,0.0110292616824461,0.00229734151619191,0.000473270360567114,0.0588787743697486,82
"38",3.85,0.0102569044652722,0.00205995310005643,0.000407281359888545,0.0544108782002394,61
"39",3.95,0.0095533000329281,0.00185108399442219,0.00035145961677586,0.047376853845698,56
"40",4.05,0.00891108492766855,0.00166685063419397,0.000304096224471936,0.0493950309491647,64
"41",4.15,0.00832381116141038,0.00150395770899176,0.000263792391161965,0.0381866097921852,59
"42",4.25,0.00778581737738545,0.00135960047355434,0.000229399194828236,0.0392559121840238,62
"43",4.35,0.00729212015721435,0.00123138464033804,0.000199969778048849,0.0340809818430314,97
"44",4.45,0.00683832202374264,0.0011172604568572,0.000174721268994396,0.0351907336420777,122
"45",4.55,0.00642053332949973,0.00101546826962883,0.000153004337011074,0.0315823197558267,178
"46",4.65,0.00603530573300916,0.000924493423602656,0.000134278764120336,0.0297623889835783,192
"47",4.75,0.00567957537729325,0.000843028775554251,0.00011809377478363,0.0273316450831928,236
"48",4.85,0.00535061421766511,0.000769943438628391,0.000104072142984134,0.0240281864944366,241
"49",4.95,0.00504598821556882,0.000704256643295487,9.18973086017384e-05,0.0235620119094273,304
"50",5.05,0.00476352133456112,0.000645115812949693,8.13028995412218e-05,0.021524170704392,280
"51",5.15,0.00450126445450712,0.000591778122179157,7.20641836210732e-05,0.0201025580229777,269
"52",5.25,0.00425746845900015,0.000543594941605411,6.39910735033326e-05,0.0182249903051269,255
"53",5.35,0.00403056089931801,0.000499998682278063,5.69223854919054e-05,0.0142174874597126,187
"54",5.45,0.00381912567699696,0.000460491640494613,5.07211138173552e-05,0.0152279405113914,161
"55",5.55,0.00362188535677321,0.000424636514947636,4.52705298459096e-05,0.0126062311862553,125
"56",5.65,0.0034376857020375,0.000392048325696345,4.04709533939864e-05,0.0127269627843012,90
"57",5.75,0.00326548214144513,0.000362387511304243,3.62370732182566e-05,0.011504620820883,99
"58",5.85,0.00310432790226916,0.000335354018698871,3.24957174959654e-05,0.00935614793549478,82
"59",5.95,0.00295336356628086,0.000310682231590728,2.9183994033114e-05,0.00906839648030405,99
"60",6.05,0.00281180789026551,0.000288136608901193,2.62477350645037e-05,0.0100247140434284,88
"61",6.15,0.00267894969347679,0.000267507925849713,2.36401936374403e-05,0.00881208725947623,88
"62",6.25,0.00255414069197731,0.000248610027658267,2.13209483228529e-05,0.0140326869810551,98
