"","GND","Low","Med","Hi","real_mean","real_count"
"1",0.05,0.999999999877448,0.999999999997646,0.999999999999854,0.95208289282959,32
"2",0.15,0.999996863575377,0.999999594055607,0.999999914749578,0.938447340596389,11
"3",0.25,0.999767754515208,0.999947240759114,0.999983833202131,0.929293941606066,9
"4",0.35,0.997685121873653,0.999221156391516,0.999683182840805,0.929639656824106,7
"5",0.45,0.990343251048617,0.995687045396276,0.997822988662708,0.891227391636275,1
"6",0.55,0.974628708051218,0.986030987894203,0.991672661724032,0.866388821800858,5
"7",0.65,0.949380597984046,0.967379199897809,0.977867868755314,0.817441081346969,2
"8",0.75,0.915370357571851,0.938508046385401,0.95383541544063,0.828821163282682,2
"9",0.95,0.828984472237089,0.853566877622413,0.873282479221267,0.782558807614936,1
"10",1.05,0.780943727922661,0.801632844501007,0.819674930508026,0.739035794488037,6
"11",1.15,0.732104761572183,0.746542932158231,0.76050554385986,0.737011715068162,5
"12",1.25,0.683787665964297,0.690383248076164,0.698443091450387,0.717752052223013,4
"13",1.35,0.636930057485488,0.634821815653103,0.635846470873626,0.661571768431158,9
"14",1.45,0.592152283035113,0.581091043012415,0.574602936483609,0.630568395851673,11
"15",1.55,0.549828040008425,0.530031596475432,0.516094559221229,0.587133942682814,8
"16",1.65,0.510147947978509,0.4821611993116,0.461240004084271,0.578815176562966,6
"17",1.75,0.473171843156419,0.437747155413989,0.41057127184405,0.561388707520494,9
"18",1.85,0.438869553872401,0.396872025154651,0.364319406578476,0.533508465247991,14
"19",1.95,0.407151567761993,0.359488347857051,0.322494739384669,0.50210050176567,24
"20",2.05,0.377891478199785,0.325461825765752,0.284955117180696,0.493393578619534,17
"21",2.15,0.350942039767077,0.294604061137094,0.251460314126364,0.468565065979309,15
"22",2.25,0.326146400572232,0.266696562270472,0.221713352811916,0.444134948890888,20
"23",2.35,0.303345771371514,0.241507810038939,0.195390586943612,0.415626757641923,29
"24",2.45,0.282384505927063,0.218805000085909,0.172162713297174,0.386953543290703,25
"25",2.55,0.263113327584661,0.198361809607704,0.151708779064086,0.386542164934234,31
"26",2.65,0.245391246906863,0.179963263464492,0.133724966950764,0.384677023866552,28
"27",2.75,0.229086568305799,0.163408528841266,0.117929605618223,0.344193787940059,23
"28",2.85,0.214077275481518,0.148512263156012,0.104065533383488,0.33415336654565,28
"29",2.95,0.200251000685266,0.135104977021217,0.0919006668870656,0.328263277538206,41
"30",3.05,0.187504726159022,0.12303274805216,0.0812274013522436,0.307162147411998,29
"31",3.15,0.175744320652742,0.112156525985793,0.0718612928934181,0.285067206808346,49
"32",3.25,0.164883983059525,0.102351198532589,0.0636393392868956,0.264240975529428,57
"33",3.35,0.154845642565498,0.0935045353489226,0.0564180758839475,0.2523028386426,55
"34",3.45,0.145558348520509,0.085516089620443,0.0500716309371433,0.241588310653093,63
"35",3.55,0.136957671817594,0.0782961096175105,0.0444898323200052,0.229683292003522,70
"36",3.65,0.128985131493512,0.0717644933763957,0.0395764212784265,0.214010215560094,77
"37",3.75,0.121587654642711,0.0658498061506623,0.0352474035110928,0.21574714499493,82
"38",3.85,0.114717073854451,0.0604883709984602,0.0314295509004198,0.190250091653898,61
"39",3.95,0.108329663752435,0.0556234365817729,0.0280590560706911,0.177996734032781,56
"40",4.05,0.102385716468925,0.0512044221128694,0.0250803349404559,0.167739938481324,64
"41",4.15,0.0968491547636479,0.0471862367420824,0.0224449682906192,0.147320123402636,59
"42",4.25,0.0916871808579834,0.043528669110405,0.0201107711744569,0.141876424033577,62
"43",4.35,0.0868699583572895,0.0401958419657171,0.0180409780996738,0.127711642949947,97
"44",4.45,0.0823703254354903,0.0371557261412619,0.0162035318563498,0.127295775431348,122
"45",4.55,0.0781635357623208,0.0343797089076479,0.0145704643498994,0.122476595029431,178
"46",4.65,0.0742270253946274,0.0318422105840334,0.0131173584145293,0.115144844752321,192
"47",4.75,0.0705402030018892,0.0295203449322651,0.0118228809704551,0.109416717239484,236
"48",4.85,0.0670842610908939,0.0273936183899047,0.010668378042772,0.0984084836170157,241
"49",4.95,0.0638420063403366,0.0254436638777043,0.00963752399228777,0.0941831939171109,304
"50",5.05,0.06079770699513,0.0236540052764227,0.00871601768679665,0.0890679069929509,280
"51",5.15,0.0579369556366665,0.0220098490574647,0.00789131939197288,0.0823275375915261,269
"52",5.25,0.0552465457503629,0.0204978999208005,0.00715242291499695,0.0758960302540449,255
"53",5.35,0.0527143605983607,0.0191061976364942,0.00648965823751868,0.0657707498548293,187
"54",5.45,0.0503292733118404,0.0178239726004009,0.00589452050027636,0.0607276437348731,161
"55",5.55,0.0480810567190725,0.0166415178995957,0.00535952175381143,0.0523505251294094,125
"56",5.65,0.0459603022060937,0.015550075939554,0.00487806237384686,0.0488031845116435,90
"57",5.75,0.0439583464861302,0.0145417379144722,0.00444431946235079,0.0447150146031485,99
"58",5.85,0.0420672055163209,0.0136093546062565,0.004053149922563,0.0352476447148914,82
"59",5.95,0.0402795148127394,0.0127464571787653,0.00370000621454536,0.0412424737979011,99
"60",6.05,0.0385884755031624,0.0119471867939335,0.00338086307302949,0.0362639940439854,88
"61",6.15,0.036987805527743,0.0112062320176537,0.00309215370689841,0.0352705084282003,88
"62",6.25,0.0354716954609391,0.0105187731076075,0.00283071420438647,0.0521875665944177,98
"63",6.35,0.0340347684844311,0.00988043238466619,0.00259373504439958,0.0438415599649726,104
"64",6.45,0.032672044091046,0.00928722998531346,0.0023787187660738,0.0366379587774312,80
"65",6.55,0.0313789051444886,0.00873554437762973,0.00218344297917879,0.0475597937099831,99
"66",6.65,0.0301510679595783,0.00822207709621137,0.0020059280101797,0.0402237366118301,95
"67",6.75,0.0289845551031971,0.00774382121754952,0.00184440857524678,0.0379112147278671,96
"68",6.85,0.0278756706571775,0.00729803315365741,0.00169730895446735,0.0316284309981808,102
"69",6.95,0.0268209776466843,0.00688220739196488,0.00156322121285151,0.0284102295655855,109
"70",7.05,0.0258172775601418,0.00649405385332891,0.00144088607514302,0.030519539764397,79
"71",7.15,0.0248615915801106,0.00613147757851121,0.0013291761142398,0.0282057444721874,122
"72",7.25,0.023951143493172,0.0057925604872754,0.00122708095858206,0.0245520916852348,90
"73",7.35,0.0230833440676324,0.00547554498395825,0.00113369426300558,0.0222098112920528,105
"74",7.45,0.0222557767690545,0.00517881920945476,0.0010482022214359,0.0244408902226855,108
"75",7.55,0.0214661846885516,0.00490090376251607,0.000969873428883736,0.0210914159029394,104
"76",7.65,0.0207124585713072,0.00464043973344473,0.000898049925431825,0.0171705227935434,114
"77",7.75,0.0199926258440344,0.00439617791105999,0.000832139276631028,0.0172283547458362,102
"78",7.85,0.0193048405501432,0.00416696903939861,0.000771607563539305,0.0181355278255033,122
"79",7.95,0.018647374110375,0.00395175501466237,0.000715973171913501,0.0152644825752704,93
"80",8.05,0.0180186068347126,0.00374956092463992,0.000664801284161347,0.016533151150139,97
"81",8.15,0.0174170201185783,0.00355948784416684,0.000617698989881681,0.0104120548035873,103
"82",8.25,0.0168411892627971,0.00338070630923261,0.000574310941423116,0.0126934710278993,99
"83",8.35,0.0162897768625943,0.00321245040097884,0.000534315490098043,0.0108552953654968,80
"84",8.45,0.0157615267160987,0.00305401237820663,0.00049742124669048,0.0108145722910454,89
"85",8.55,0.0152552582074948,0.0029047378036089,0.00046336401685708,0.0127302659129885,57
"86",8.65,0.0147698611241685,0.00276402111478335,0.000431904068081075,0.0108031650740674,55
"87",8.75,0.0143042908709675,0.00263130159631968,0.00040282369012079,0.0106411948156319,71
"88",8.85,0.013857564048101,0.00250605971341219,0.00037592501550098,0.0116264053504235,72
"89",8.95,0.0134287543622679,0.00238781377308514,0.000351028070618427,0.00740466772436667,74
"90",9.05,0.013016988843366,0.00227611687965807,0.000327969031546618,0.0096814081624195,73
"91",9.15,0.0126214443416064,0.00217055415778367,0.000306598661699909,0.0115732948381055,74
"92",9.25,0.0122413442822845,0.00207074021937474,0.000286780911208178,0.0120302980889896,97
